date|team|acquired|relinquished|notes
1984-07-06|Clippers||Don Casey|resigned as assistant coach
1984-07-08|Blazers|Jack Ramsay||re-signed as head coach to a 3-year contract extension
1984-07-12|Celtics|Jimmy Rodgers||hired as director of player personnel (in addition to assistant coach)
1984-07-15|Spurs|Gary Fitzsimmons||hired as assistant coach
1984-07-15|Spurs|Scotty Robertson||hired as assistant coach
1984-07-24|Nuggets|Allan Bristow||hired as assistant coach to a multi-year contract
1984-07-26|Sonics||Dave Harshman|resigned as assistant coach
1984-09-06|Cavaliers|Morris McHone / Mo McHone||hired as assistant coach
1984-09-06|Suns|Al Bianchi||re-signed as assistant coach to a 2-year contract with a 1-year option
1984-09-13|76ers||John Kilbourne|fired as exercise coach
1984-10-24|Lakers|Pat Riley||re-signed as head coach to a multi-year contract
1984-11-18|Kings||Jack McKinney|resigned as head coach
1984-11-18|Jazz||Phil Johnson|re-signed as assistant coach
1984-11-18|Kings|Phil Johnson||hired as head coach, signed to a 3-year contract
1984-11-19|Jazz|Jerry Sloan||hired as assistant coach
1985-01-21|Suns|John Wetzel||re-signed as assistant coach to a 2-year contract
1985-01-28|Pistons|Chuck Daly||re-signed as head coach to a contract extension through 1985-86
1985-03-06|Bucks|Don Nelson||re-signed as head coach to a 2-year contract extension
1985-05-02|Spurs||Scotty Robertson|resigned as assistant coach
1985-05-07|Hawks|Willis Reed||hired as assistant coach, signed to a 1-year contract
1985-05-20|Mavericks||Dick Motta|retired as head coach
1985-05-28|Bulls||Kevin Loughery|fired as head coach
1985-05-28|Bulls||Bill Blair|fired as assistant coach
1985-05-28|Bulls||Fred Carter|fired as assistant coach
1985-05-29|76ers||Billy Cunningham|retired as head coach
1985-06-01|76ers|Matt Guokas||hired as head coach (date approximate)
1985-06-13|Nets||Stan Albeck|resigned as head coach (date approximate)
1985-06-14|Bulls|Stan Albeck||hired as head coach
1985-06-17|Bulls|Stan Albeck||hired as head coach
1985-06-20|Sonics|Bernie Bickerstaff||hired as head coach
1985-07-08|Bulls|Tex Winter||hired as assistant coach
1985-07-11|Knicks|Bob Hill||hired as assistant coach
1985-07-16|Spurs|Don Buse||hired as assistant coach
1985-08-07|Bulls|Murray Arnold||hired as assistant coach
1985-08-14|Nets|Bob MacKinnon||hired as assistant coach
1985-08-14|Nets|Dave Wohl||hired as head coach, signed to a 3-year contract
1985-09-11|Jazz|Scott Layden||hired as assistant coach, signed to a 5-year contract
1985-09-16|Nets|Paul Silas||hired as assistant coach
1985-12-17|Bulls|Billy McKinney||hired to coaching staff
1986-02-04|Cavaliers||Morris McHone / Mo McHone|resigned as assistant coach
1986-03-19|Bullets||Gene Shue|fired as head coach
1986-03-19|Bullets|Kevin Loughery||hired as head coach
1986-05-06|Jazz|Frank Layden||promoted to VP of basketball operations (in addition to head coach and GM), re-signed to a new contract
1986-05-19|Bulls||Stan Albeck|fired as head coach
1986-05-19|Bulls|Doug Collins||hired as head coach
1986-05-23|Warriors|George Karl||hired as head coach
1986-05-27|Bulls||Mike Thibault|fired as assistant coach
1986-05-27|Spurs|Bob Weiss||hired as head coach
1986-05-28|Blazers|Mike Schuler||hired as head coach
1986-06-01|Warriors||John Bach / Johnny Bach|replaced as head coach (date approximate)
1986-06-02|Bucks|Del Harris||hired as assistant coach
1986-06-11|Nets||Paul Silas|resigned as assistant coach
1986-06-14|Bucks|Rick Majerus||hired as assistant coach
1986-06-20|Bulls|Gene Littles||hired as assistant coach
1986-06-20|Bulls|John Bach / Johnny Bach||hired as assistant coach
1986-07-09|Spurs|Lee Rose||hired as assistant coach
1986-08-07|Hawks|Mike Fratello||re-signed as head coach to a 4-year contract
1986-08-08|Pacers|Jack Ramsay||hired as head coach
1986-08-20|Hawks||Ron Rothstein|resigned as assistant coach
1986-09-10|Hawks|Brian Hill||hired as assistant coach
1986-12-01|Knicks|Bob Hill||promoted to head coach
1986-12-18|Knicks|Brad Greenberg||hired as assistant coach
1987-02-09|Kings||Frank Hamblen|fired as assistant coach
1987-02-09|Kings||Phil Johnson|fired as head coach
1987-02-09|Kings|Don Buse||hired as assistant coach
1987-02-09|Kings|Jerry Reynolds (b)||hired as head coach
1987-02-26|Suns||John MacLeod|fired as head coach
1987-02-26|Suns|Dick Van Arsdale||named interim head coach
1987-04-01|Bucks||Rick Majerus|resigned as assistant coach
1987-04-01|Bucks|Les Habegger||hired as assistant coach
1987-04-20|Knicks||Bob Hill|fired as head coach
1987-04-27|Kings|Bill Russell||hired as head coach, signed to a 7-year contract with the option to become GM within 4 years
1987-04-27|Suns||Dick Van Arsdale|fired as interim head coach
1987-04-27|Suns|John Wetzel||promoted to head coach, signed to a 2-year contract with 2 option years
1987-05-04|Suns||Al Bianchi|fired as assistant coach
1987-05-13|Suns|Herb Brown||hired as assistant coach
1987-05-23|Kings|Willis Reed||hired as assistant coach
1987-05-27|Bucks||Don Nelson|resigned as head coach and director of player personnel
1987-06-02|Magic|John Gabriel||hired as assistant coach and director of scouting
1987-06-04|Bucks|Del Harris||promoted to head coach & GM
1987-06-04|Mavericks|John MacLeod||hired as head coach
1987-06-10|Hawks|Don Chaney||hired as assistant coach
1987-06-19|Bucks|Mack Calvin||hired as assistant coach
1987-06-30|Suns||Al Bianchi|fired as assistant coach
1987-07-16|Knicks|Stu Jackson||hired as assistant coach
1987-09-08|Knicks|Jim O'Brien||hired as assistant coach
1987-09-28|Bulls|Doug Collins||re-signed as head coach to a 3-year contract extension through 1989-90 season
1987-10-01|Bulls||Gene Littles|resigned as assistant coach
1987-10-10|Bulls|Phil Jackson||hired as assistant coach
1988-01-03|Bullets||Kevin Loughery|fired as head coach
1988-01-03|Bullets|Wes Unseld||hired as head coach
1988-02-01|76ers|Jim Lynam||hired as head coach (date approximate)
1988-02-11|Lions|Dick Modzelewski||hired as defensive line coach
1988-03-07|Kings|Jerry Reynolds (b)||promoted to head coach
1988-03-07|Kings|Phil Johnson||hired as assistant coach
1988-03-23|Warriors||George Karl|resigned as head coach
1988-03-23|Warriors|Ed Gregory||named assistant coach as acting head coach
1988-04-05|Warriors|Don Nelson||hired as head coach (in addition to GM) effective at the end of the season
1988-05-02|Suns||John Wetzel|fired as head coach
1988-05-02|Suns||Herb Brown|fired as assistant coach
1988-05-10|Suns|Lowell Fitzsimmons / Cotton Fitzsimmons||hired as head coach
1988-05-10|Suns|Paul Westphal||hired as assistant coach
1988-05-13|Blazers|Mike Schuler||re-signed as head coach
1988-05-26|Warriors|Garry St. Jean||hired as assistant coach
1988-06-03|Hornets|Dick Harter||hired as head coach
1988-06-06|Rockets||Bill Fitch|fired as head coach
1988-06-13|Spurs|Larry Brown||hired as head coach, signed to a 5-year, $3.5M contract
1988-06-13|Hawks||Don Chaney|resigned as assistant coach
1988-06-13|Rockets|Don Chaney||hired as head coach
1988-06-14|Hornets|Ed Badger||hired as assistant coach / director of basketball administration
1988-06-20|Suns|Lionel Hollins||hired as assistant coach
1988-06-21|Nets|Alfred Beard / Butch Beard||hired as assistant coach
1988-06-22|Hornets|Gene Littles||hired as player personnel director and assistant coach
1988-06-23|Nets|Lee Rose||hired as assistant coach
1988-06-30|Celtics|Lanny Van Eman||hired as assistant coach
1988-06-30|Pistons|Chuck Daly||re-signed as head coach to a 3-year contract
1988-07-01|Celtics||K.C. Jones|fired as head coach (date approximate)
1988-07-01|Celtics|Jimmy Rodgers||promoted to head coach
1988-07-01|Spurs|R.C. Buford||hired as assistant coach (date approximate)
1988-07-11|Heat|Ron Rothstein||hired as head coach
1988-07-12|Blazers|John Wetzel||hired as assistant coach
1988-07-12|Blazers|Maurice Lucas||hired as assistant coach
1988-07-15|Jazz|Scott Layden||promoted to assistant coach and director of player personnel
1988-07-27|Heat|Tony Fiorentino||hired as assistant coach
1988-07-27|Heat|Dave Wohl||hired as assistant coach
1988-07-28|Cavaliers|Brian Winters||re-signed as assistant coach to a contract extension through 1989-90
1988-07-28|Cavaliers|Dick Helm||re-signed as assistant coach to a contract extension through 1989-90
1988-07-28|Cavaliers|Lenny Wilkens||re-signed as head coach to a contract extension through 1990-91
1988-08-01|Rockets|John Killilea||hired as assistant coach / player personnel
1988-08-02|Hawks|Cazzie Russell||hired as assistant coach
1988-08-21|Pistons|Brendan Malone||hired as assistant coach
1988-08-23|Timberwolves|Bill Musselman||hired as head coach
1988-09-20|Suns|Leonard Robinson / Truck Robinson||hired as part-time assistant coach
1988-11-17|Pacers||Jack Ramsay|resigned as head coach
1988-11-17|Pacers|Mel Daniels||named as interim head coach
1988-11-21|Pacers||Mel Daniels|replaced as head coach
1988-11-21|Pacers|George Irvine||hired as head coach
1988-12-08|Jazz|Jerry Sloan||promoted to head coach
1988-12-09|Jazz||Frank Layden|resigned/retired as head coach
1988-12-11|Kings||Phil Johnson|resigned as assistant coach
1988-12-11|Jazz|Phil Johnson||hired as assistant coach
1988-12-12|Kings|Herman Jull||hired as assistant coach
1988-12-12|Kings|Herman Kull||hired as assistant coach
1989-01-05|Pacers|Dick Versace||hired as head coach
1989-01-08|Pistons|Brendan Suhr||hired as assistant coach
1989-02-03|Rockets|Calvin Murphy||hired as assistant coach/shooting & community relations
1989-02-08|Nuggets|Doug Moe||re-signed as head coach to a contract extension through 1992-93
1989-02-16|Clippers|Joe Roberts||hired as assistant coach
1989-02-18|Blazers||Mike Schuler|fired as head coach
1989-02-18|Blazers|Rick Adelman||promoted to interim head coach
1989-02-19|Bucks|Mike Dunleavy Sr.||signed assistant coach to a 10-day player contract
1989-05-11|Blazers|Rick Adelman||promoted to head coach, re-signed to a 1-year contract
1989-05-26|Timberwolves|Sol Brandys||hired as strength & conditioning coach
1989-05-30|Knicks||Rick Pitino|fired as head coach
1989-06-15|Blazers||Maurice Lucas|fired as assistant coach
1989-06-15|Blazers|Jack Schalow||re-signed as assistant coach
1989-06-15|Blazers|John Wetzel||re-signed as assistant coach
1989-07-01|Timberwolves|Tom Thibodeau||hired as assistant coach (date approximate)
1989-07-06|Bulls||Doug Collins|fired as head coach
1989-07-10|Bulls|Phil Jackson||promoted to head coach, signed to a 4-year, estimated $1.2M contract
1989-07-28|Knicks|Jeff Van Gundy||hired as assistant coach
1989-08-10|Bulls|Jim Cleamons||hired as assistant coach
1989-08-17|Jazz|Gordon Chiesa||hired as assistant coach
1989-09-25|Bucks|Del Harris||re-signed as head coach and named VP of basketball operations to a 3-year contract extension
1989-11-29|Mavericks||John MacLeod|fired as head coach
1989-12-04|Mavericks|Richie Adubato||hired as head coach for the remainder of the season
1989-12-19|Kings|Jerry Reynolds (b)||hired as director of player personnel (in addition to head coach)
1990-01-04|Kings||Jerry Reynolds (b)|resigned as head coach (remained as director of player personnel
1990-01-04|Kings|Dick Motta||hired as head coach
1990-01-31|Hornets||Dick Harter|fired as head coach
1990-01-31|Hornets|Gene Littles||named interim head coach
1990-02-02|Hornets|Mike Pratt||hired as assistant coach
1990-04-05|Hornets|Gene Littles||promoted to head coach, signed to a multi-year contract
1990-04-22|Mavericks|Richie Adubato||re-signed as head coach
1990-04-23|Hawks||Mike Fratello|fired / resigned (NYT) as head coach
1990-05-08|Celtics||Jimmy Rodgers|fired as head coach
1990-05-15|Sonics||Bernie Bickerstaff|resigned as head coach
1990-05-15|Sonics|K.C. Jones||hired as head coach
1990-05-22|Hawks|Bob Weiss||hired as head coach
1990-06-06|Magic|Brian Hill||hired as assistant coach
1990-06-11|Bucks||Mike Dunleavy Sr.|resigned as assistant coach
1990-06-11|Lakers|Mike Dunleavy Sr.||hired as head coach (date approximate)
1990-06-12|Celtics|Chris Ford||promoted to head coach
1990-06-19|Hawks|Kevin Loughery||hired as assistant coach
1990-06-19|Hawks|Johnny Davis||hired as assistant coach
1990-06-27|Bulls|Herb Brown||hired as European representative/assistant coach/scout
1990-06-29|Clippers|Alvin Gentry||hired as assistant coach
1990-06-29|Clippers|John Hammond||hired as assistant coach
1990-07-01|Warriors|Donn Nelson / Donnie Nelson||hired as assistant coach
1990-07-05|Hornets|Dave Twardzik||hired as director of scouting / assistant coach
1990-07-10|Pistons|Chuck Daly||re-signed as head coach to a multi-year contract
1990-07-30|Bucks|Larry Riley||promoted to assistant coach / scout
1990-08-29|Hornets|Tom Nissalke||hired as assistant coach
1990-09-07|Nuggets|Paul Westhead||hired as head coach
1990-09-25|76ers|Jim Lynam||re-signed as head coach to a contract extension through 1993-94
1990-11-19|Knicks|Ernie Grunfeld||hired as assistant coach & director of administration
1990-12-20|Pacers||Dick Versace|fired as head coach
1990-12-20|Pacers|Bob Hill||hired as head coach
1991-03-13|Cavaliers|Lenny Wilkens||re-signed as head coach to a multi-year contract extension
1991-04-19|Jazz|Jerry Sloan||re-signed as head coach to a 2-year contract
1991-04-22|Timberwolves||Bill Musselman|fired as head coach
1991-04-22|Timberwolves||Tom Thibodeau|fired as assistant coach
1991-05-01|Heat||Ron Rothstein|resigned as head coach
1991-05-02|Knicks||John MacLeod|resigned as head coach
1991-05-05|Hornets||Tom Nissalke|resigned as assistant coach
1991-05-05|Timberwolves||Eric Musselman|fired as assistant coach
1991-05-23|Rockets|Don Chaney||re-signed as head coach to a multi-year contract
1991-05-31|Knicks|Pat Riley||hired as head coach, signed to a 5-year contract
1991-06-12|Pistons|Chuck Daly||re-signed as head coach to a contract extension through 1991-92
1991-06-16|Heat|Kevin Loughery||hired as head coach
1991-06-19|Timberwolves|Jimmy Rodgers||hired as head coach
1991-06-27|Hawks||Kevin Loughery|resigned as assistant coach
1991-07-16|Heat|Bob Staak||hired as assistant coach
1991-07-17|Rockets|John Killilea||re-signed as assistant coach to multi-year contract extension (date 08-06 per NYT)
1991-07-17|Rockets|Carroll Dawson||re-signed as assistant coach to multi-year contract extension
1991-07-17|Rockets|Rudy Tomjanovich||re-signed as assistant coach to multi-year contract extension (date 08-06 per NYT)
1991-07-18|Timberwolves|Sidney Lowe||hired as assistant coach
1991-07-18|Timberwolves|Jim Brewer||hired as assistant coach
1991-07-23|Hornets|Allan Bristow||reassigned to head coach
1991-08-06|Rockets|Robert Barr||re-signed as strength coach to a multi-year contract extension
1991-08-07|Hornets|Bill Hanzlik||hired as assistant coach
1991-08-11|Hornets|T.R. Dunn||hired as assistant coach
1991-08-13|Hawks|Bob Weinhauer||hired as assistant coach
1991-08-20|76ers|Tony DiLeo||promtoed to player personnel director & assistant coach
1991-09-09|Heat|Alvin Gentry||hired as assistant coach
1991-09-26|Bullets|Wes Unseld||re-signed as head coach to a 3-year contract
1991-09-30|Clippers|Mack Calvin||hired as assistant coach
1991-10-03|Heat|Al Bianchi||hired as special assignment coach / scout
1991-10-03|Suns|Al Bianchi||hired as special assignment coach / scout
1991-12-04|Bucks||Del Harris|relinquished head coach position (remained as VP of basketball operations)
1991-12-04|Bucks|Frank Hamblen||hired as interim head coach
1991-12-04|Bucks|Lee Rose||hired as assistant coach in addition to director of player personnel
1991-12-24|Kings||Dick Motta|fired as head coach
1991-12-24|Kings|Rex Hughes||promoted to interim head coach
1991-12-24|Kings|Mike Bratz||promoted from scout to interim assistant coach
1992-01-21|Spurs||Larry Brown|fired as head coach
1992-01-21|Spurs|Bob Bass||hired as head coach
1992-02-02|Clippers||Mike Schuler|fired as head coach
1992-02-02|Clippers|Mack Calvin||promoted to interim head coach
