date|team|acquired|relinquished|notes
2011-05-26|Islanders|Doug Weight||hired as assistant coach and special assistant to the GM
2011-06-01|Blackhawks|Steve Poapst||re-signed as AHL assistant coach
2011-06-01|Blackhawks|Ted Dent||re-signed AHL assistant coach
2011-06-01|Blackhawks|Bill Peters||re-signed as AHL head coach
2011-06-01|Sabres||Kevin Dineen|resigned as AHL head coach (date approximate)
2011-06-01|Panthers|Kevin Dineen||hired as head coach
2011-06-02|Sabres||Brian McCutcheon|team declined to renew contract as associate coach
2011-06-06|Blue Jackets|Ian Clark||hired as goaltending coach
2011-06-06|Flames|Craig Hartsburg||hired as associate coach
2011-06-07|Hurricanes|Dave Lewis||hired as assistant coach
2011-06-07|Hurricanes|Rod Brind'Amour||promoted to assistant coach
2011-06-07|Penguins|Todd Reirden||re-signed as assistant coach to a multi-year contract
2011-06-07|Penguins|Tony Granato||re-signed as assistant coach to a multi-year contract
2011-06-07|Penguins|Gilles Meloche||re-signed as goaltending coach to a multi-year contract
2011-06-08|Penguins|Bill Guerin||hired as player development coach
2011-06-09|Capitals||Arturs Irbe|fired as goaltending coach
2011-06-09|Predators|Mitch Korn||re-signed as goaltending coach
2011-06-09|Predators|Lane Lambert||hired as assistant coach
2011-06-13|Coyotes|Jim Playfair||hired as associate coach, signed to a multi-year contract
2011-06-14|Senators|Paul MacLean||hired as head coach, signed to a 3-year contract
2011-06-15|Predators|Peter Horachek||hired as associate coach
2011-06-16|Avalanche|Tim Army||hired as assistant coach/video
2011-06-16|Avalanche|Adam Deadmarsh||promoted to assistant coach
2011-06-16|Capitals|Dave Prior||promoted to director of goaltending and NHL goaltender coach
2011-06-16|Capitals|Olaf Kolzig||hired as associate goaltender coach
2011-06-17|Flames|Clint Malarchuk||hired as goaltending coach
2011-06-17|Stars|Glen Gulutzan||hired as head coach, signed to a 2-year contract with a 1-year option
2011-06-17|Wild|Mike Yeo||promoted to head coach
2011-06-20|Blue Jackets|Todd Richards||hired as assistant coach
2011-06-20|Maple Leafs||Keith Acton|fired as assistant coach
2011-06-20|Maple Leafs||Tim Hunter|fired as assistant coach
2011-06-20|Maple Leafs|Greg Cronin||hired as assistant coach
2011-06-20|Maple Leafs|Scott Gordon||hired as assistant coach
2011-06-23|Senators|Dave Cameron||hired as assistant coach
2011-06-23|Senators|Mark Reeds||hired as assistant coach
2011-06-24|Jets|Claude Noel||hired as head coach
2011-06-25|Bruins|Bruce Cassidy||hired as AHL head coach
2011-06-27|Predators|Kirk Muller||hired as AHL head coach
2011-06-28|Islanders|Brent Thompson||hired as AHL head coach
2011-06-28|Stars|Paul Jerrard||hired as assistant coach
2011-06-30|Flames|Troy Ward||hired as AHL head coach
2011-06-30|Wild|Darryl Sydor||hired as assistant coach
2011-06-30|Wild|Bob Mason||re-signed as goaltending coach
2011-06-30|Wild|Darby Hendrickson||re-signed as assistant coach
2011-06-30|Wild|Rick Wilson||re-signed as assistant coach
2011-07-01|Ducks|Brad Lauer||hired as AHL assistant coach (date approximate)
2011-07-05|Wild|John Torchetti||hired as AHL head coach
2011-07-07|Coyotes|Sean Burke||promoted to director of player development / goaltending coach
2011-07-07|Panthers|Craig Ramsay||hired as assistant coach
2011-07-08|Red Wings|Bill Peters||hired as assistant coach, signed to a 3-year contract
2011-07-08|Red Wings|Jeff Blashill||hired as assistant coach, signed to a 3-year contract
2011-07-12|Coyotes|John Anderson||hired as assistant coach, signed to a multi-year contract
2011-07-12|Islanders|Eric Boguniecki||hired as AHL assistant coach
2011-07-12|Wild|Kirk Olson||hired as strength and conditioning coach
2011-07-14|Jets|Keith McCambridge||hired as AHL head coach
2011-07-15|Jets|Charlie Huddy||hired as assistant coach
2011-07-15|Jets|Tony Borgford||hired as video coach
2011-07-15|Jets|Wade Flaherty||hired as goaltending coach
2011-07-19|Devils|Peter Deboer / Pete DeBoer||hired as head coach
2011-07-20|Blackhawks|Ted Dent||promoted to AHL head coach
2011-07-20|Bruins|Kevin Dean||hired as AHL assistant coach
2011-07-20|Jets|Mark Morrison||hired as assistant coach
2011-07-21|Flames|Cail MacLean||hired as AHL assistant coach
2011-07-22|Canadiens|Clement Jodoin||hired as AHL head coach
2011-07-22|Canadiens|Randy Cunneyworth||promoted to assistant coach
2011-07-22|Canadiens|Randy Ladouceur||promoted to assistant coach
2011-07-22|Jets|Pascal Vincent||hired as assistant coach
2011-07-22|Penguins|Mike Bales||hired as goaltender development coach
2011-07-29|Devils|Dave Barr||hired as assistant coach
2011-08-01|Canucks|Craig MacTavish||hired as AHL head coach
2011-08-03|Sabres|Kevyn Adams||hired as assistant coach
2011-08-04|Coyotes|John Slaney||hired as AHL assistant coach
2011-08-08|Ducks|Randy Carlyle||re-signed as head coach to a 3-year contract extension through 2013-14
2011-08-09|Blackhawks|Andrew Allen||hired as developmental goaltending coach
2011-08-09|Blackhawks|Ben Simon||hired as AHL assistant coach
2011-08-09|Canadiens|Ron Wilson||hired as AHL assistant coach
2011-09-17|Sabres|Teppo Numminen||hired as assistant coach
2011-10-26|Canadiens||Perry Pearn|fired as assistant coach
2011-11-06|Blues||Davis Payne|fired as head coach
2011-11-06|Blues|Ken Hitchcock||hired as head coach
2011-11-28|Capitals||Bruce Boudreau|fired as head coach
2011-11-28|Capitals|Dale Hunter||hired as head coach
2011-11-28|Hurricanes||Paul Maurice|fired as head coach
2011-11-28|Hurricanes|Kirk Muller||hired as head coach
2011-11-29|Capitals|Jim Johnson (b)?||hired as assistant coach
2011-11-30|Ducks||Dave Farrish|fired as assistant coach
2011-11-30|Ducks||Mike Foligno|fired as assistant coach
2011-11-30|Ducks|Brad Lauer||promoted to assistant coach
2011-12-01|Ducks|Bruce Boudreau||hired as head coach, signed to a 2-year contract
2011-12-01|Hurricanes|John MacLean||hired as assistant coach
2011-12-12|Kings||Terry Murray|fired as head coach
2011-12-12|Kings|John Stevens||promoted to interim head coach
2011-12-17|Canadiens||Jacques Martin|fired as head coach
2011-12-17|Canadiens|Randy Cunneyworth||promoted to interim head coach
2011-12-17|Canadiens|Larry Carriere||hired as assistant coach
2011-12-20|Kings|Darryl Sutter||hired as head coach
2011-12-26|Maple Leafs|Ron Wilson||re-signed as head coach to a 1-year contract extension
2012-01-09|Blue Jackets||Scott Arniel|fired as head coach
2012-01-09|Blue Jackets|Todd Richards||promoted to interim head coach for the remainder of the season
2012-03-02|Maple Leafs||Ron Wilson|fired as head coach
2012-03-02|Maple Leafs|Randy Carlyle||hired as head coach
2012-03-04|Maple Leafs|Dave Farrish||hired as assistant coach
2012-04-11|Avalanche|Joe Sacco||re-signed as head coach to a 2-year contract extension
2012-04-12|Flames||Brent Sutter|fired / mutual agreement to step down as head coach
2012-04-12|Flames||Dave Lowery|fired as assistant coach
2012-04-16|Islanders||Dean Chynoweth|fired as assistant coach
2012-04-16|Islanders||Scott Allen|fired as assistant coach
2012-05-03|Blackhawks||Mike Haviland|fired as assistant coach
2012-05-10|Ducks|Bruce Boudreau||re-signed as head coach to a 2-year contract extension through
2012-05-14|Blue Jackets|Todd Richards||promoted to head coach, re-signed to a 2-year contract
2012-05-14|Capitals||Dale Hunter|fired (E) / resigned (CBC) as head coach
2012-05-17|Oilers||Tom Renney|fired as head coach
2012-05-21|Blue Jackets|Brad Larsen||hired as AHL head coach
2012-05-23|Blues||Scott Mellanby|fired as assistant coach
2012-05-23|Canucks|Alain Vigneault||re-signed as head coach to a contract extension
2012-05-23|Senators|Matt Meacham||hired as AHL video coach
2012-05-23|Senators|Steve Stirling||hired as AHL assistant coach
2012-05-23|Senators|Luke Richardson||hired as AHL head coach
2012-05-31|Flames|Bob Hartley||hired as head coach
2012-06-05|Canadiens|Michel Therrien||hired as head coach
2012-06-05|Flames|James Cloutier||hired as assistant coach
2012-06-06|Canadiens||Randy Cunneyworth|fired as assistant coach
2012-06-06|Canadiens||Randy Ladouceur|fired as assistant coach
2012-06-07|Flames||Craig Hartsburg|fired as associate coach
2012-06-10|Canucks||Craig MacTavish|resigned as AHL head coach (date approximate)
2012-06-12|Blues||Jaroslav Bednar / Jared Bednar|fired as AHL head coach
2012-06-13|Blues|Dave Allison||hired as AHL head coach
2012-06-13|Canadiens|Sylvain Lefebvre||hired as AHL head coach
2012-06-13|Canadiens|Patrice Brisebois||hired as player development coach
2012-06-14|Flames|Martin Gelinas||hired as assistant coach
2012-06-14|Jets|Charlie Huddy||re-signed as assistant coach to a contract extension
2012-06-14|Jets|Mark Marrison||re-signed as AHL assistant coach to a contract extension
2012-06-14|Jets|Perry Pearn||hired as assistant coach
2012-06-14|Jets|Tony Borgford||re-signed as assistant (video?) coach
2012-06-14|Jets|Wade Flaherty||re-signed as goaltending coach to a contract extension
2012-06-14|Jets|Pascal Vincent||re-signed as assistant coach to a contract extension
2012-06-15|Canadiens|Clement Jodoin||promoted to assistant coach
2012-06-15|Canadiens|Gerard Gallant||hired as assistant coach
2012-06-17|Stars|Curt Fraser||hired as assistant coach
2012-06-19|Predators|Dean Evason||hired as AHL head coach
2012-06-25|Red Wings|Jeff Blashill||hired as AHL head coach
2012-06-26|Capitals|Adam Oates||hired as head coach
2012-06-27|Blues|Ken Hitchcock||re-signed as head coach to a 1-year contract extension through 2013-14
2012-06-27|Islanders|Brent Thompson||promoted to assistant coach
2012-06-27|Oilers|Ralph Krueger||promoted to head coach
2012-06-29|Canadiens|Jean-Jacques Daigneault / J.J. Daigneault||hired as assistant coach
2012-06-29|Flyers|Terry Murray||hired as AHL head coach
2012-07-05|Red Wings|Tom Renney||hired as associate coach, signed to a 3-year contract
2012-07-09|Sharks|Larry Robinson||hired as associate coach
2012-07-10|Coyotes|Sean Burke||re-signed as assistant GM / goaltender coach to a multi-year contract extension
2012-07-10|Sharks|Jim Johnson (b)?||hired as assistant coach
2012-07-17|Blackhawks|Jamie Kompon||hired as assistant coach
2012-07-17|Devils|Matt Shaw||hired as assistant coach
2012-07-17|Devils|Scott Stevens||hired as assistant coach
2012-07-18|Islanders|Scott Pellerin||hired as AHL head coach
2012-07-18|Lightning|Rob Zettler||hired as AHL assistant coach
2012-07-23|Bruins|Claude Julien||re-signed as head coach to a multi-year contract extension
2012-07-23|Capitals|Tim Hunter||hired as assistant coach
2012-07-27|Blues|Danny Brooks||hired as video coach
2012-07-27|Kings|Davis Payne||hired as assistant coach
2012-08-01|Flyers|Peter Laviolette||re-signed as head coach to a mutli-year contract extension
2012-09-12|Sharks|David Cunniff||hired as AHL associate coach
2013-01-11|Ducks|Scott Niedermayer||hired as assistant coach
2013-01-18|Kings|Darryl Sutter||re-signed as head coach to a multi-year contract extension
2013-02-20|Sabres||Lindy Ruff|fired as head coach
2013-03-24|Lightning||Guy Boucher|fired as head coach
2013-03-25|Lightning|Jon Cooper||promoted to head coach
2013-04-28|Avalanche||Joe Sacco|fired as head coach
2013-05-07|Sabres|Ron Rolston||promoted to head coach
2013-05-09|Sabres||James Patrick|fired as assistant coach
2013-05-09|Sabres||Kevyn Adams|fired as assistant coach
2013-05-14|Stars||Glen Gulutzan|fired as head coach
2013-05-14|Stars||Paul Jerrard|fired as assistant coach
2013-05-21|Predators||Peter Horachek|fired as associate coach
2013-05-22|Canucks||Alain Vigneault|fired as head coach
2013-05-22|Canucks||Newell Brown|fired as assistant coach
2013-05-22|Canucks||Rick Bowness|fired as assistant coach
2013-05-23|Avalanche|Patrick Roy||hired as head coach and VP of hockey operations
2013-05-29|Rangers||John Tortorella|fired as head coach
2013-06-03|Canadiens||Pierre Groulx|fired as goaltending coach
2013-06-08|Oilers||Ralph Krueger|fired as head coach
2013-06-10|Oilers|Dallas Eakins||hired as head coach
2013-06-12|Penguins|Dan Bylsma||re-signed as head coach to a 2-year contract extension
2013-06-12|Sharks|Todd McLellan||re-signed as head coach to a contract extension
2013-06-18|Coyotes|Mike Minard||re-signed as AHL assistant coach to a contract extension
2013-06-18|Coyotes|John Slaney||re-signed as AHL assistant coach to a contract extension
2013-06-18|Coyotes|Ray Edwards||re-signed as AHL head coach to a contract extension
2013-06-20|Rangers|Alain Vigneault||hired as head coach
2013-06-21|Coyotes|Dave Tippett||re-signed as head coach to a long-term contract extension
2013-06-21|Stars|Lindy Ruff||hired as head coach
2013-06-24|Jets|Claude Noel||re-signed as head coach to a 1-year contract extension
2013-06-25|Canucks|John Tortorella||hired as head coach, signed to a 5-year contract
2013-06-25|Panthers|Jason Cipolla||promoted to video coach
2013-06-25|Panthers|Peter Horachek||hired as head coach
2013-06-25|Panthers|Chuck Weber||hired as director of hockey operations and AHL associate head coach
2013-06-28|Blue Jackets|Todd Richards||re-signed as head coach to a 1-year contract extension through 2014-15
2013-06-28|Oilers|Keith Acton||hired as associate coach
2013-07-02|Sabres|Joe Sacco||hired as assistant coach
2013-07-04|Canadiens|Stephane Waite||hired as goaltending coach
2013-07-04|Senators|Paul MacLean||re-signed as head coach to a 3-year contract extension
2013-07-08|Blackhawks|Mark Osiecki||hired as AHL assistant coach
2013-07-08|Ducks|Jarrod Skalde||hired as AHL assistant coach
2013-07-10|Coyotes|Newell Brown||hired as assistant coach
2013-07-19|Devils|Mike Foligno||hired as assistant coach
2013-07-24|Canucks|Mike Sullivan (B.)||hired as assistant coach
2013-07-24|Maple Leafs|Chris Dennis||promoted to assistant coach
2013-07-24|Stars|James Patrick||hired as assistant coach
2013-07-25|Lightning|David Alexander||hired as AHL goaltending and video coach
2013-07-25|Predators|Dean Evason||re-signed as AHL head coach to a contract extension through 2014-15
2013-07-25|Predators|Stan Drulia||re-signed as AHL assistant coach to a contract extension through 2014-15
2013-07-26|Blackhawks|Joel Quenneville||re-signed as head coach to a 3-year contract extension through 2016-17
2013-08-09|Lightning|George Gwozdecky||hired as assistant coach
2013-08-09|Penguins|Jacques Martin||hired as assistant coach
2013-08-12|Blackhawks|Steve Weeks||hired as goaltending coach
2013-09-04|Capitals|Olaf Kolzig||promoted to goaltender coach
2013-09-04|Capitals|Scott Murray||hired as associate goaltender coach
2013-10-06|Flyers||Peter Laviolette|fired as head coach
2013-10-06|Flyers|Craig Berube||promoted to head coach
2013-11-08|Panthers||Craig Ramsey|fired as assistant coach
2013-11-08|Panthers||Gord Murphy|fired as assistant coach
2013-11-08|Panthers||Kevin Dineen|fired as head coach
2013-11-08|Panthers|John Madden||hired as assistant coach
2013-11-08|Panthers|Peter Horachek||named interim head coach
2013-11-08|Panthers|Brian Skrudland||hired as assistant coach
2013-11-09|Panthers|Tom Rowe||hired as AHL head coach
2013-11-13|Sabres||Ron Rolston|fired as head coach
2013-11-13|Sabres|Ted Nolan||hired as interim head coach
2014-01-08|Sabres|Randy Cunneyworth||promoted to special assistant/player development coach of Rochester (AHL)
2014-01-12|Jets||Claude Noel|fired as head coach
2014-01-12|Jets|Paul Maurice||hired as head coach
2014-03-31|Sabres|Ted Nolan||re-signed as head coach to a 3-year contract extension
2014-04-14|Predators||Barry Trotz|fired as head coach
2014-04-16|Jets|Paul Maurice||re-signed as head coach to a 4-year contract extension
2014-04-16|Sabres||Jerry Forton|fired as assistant coach (offered other position within organization)
2014-04-16|Sabres||Jim Corsi|fired as goaltending coach
2014-04-16|Sabres||Joe Sacco|fired as assistant coach (offered other position within organization)
2014-04-16|Sabres||Teppo Numminen|fired as assistant coach
2014-04-26|Capitals||Adam Oates|fired as head coach
2014-04-29|Panthers||Peter Horachek|fired as interim head coach
2014-05-01|Canucks||John Tortorella|fired as head coach
2014-05-01|Canucks||Mike Sullivan (B.)|fired as assistant coach
2014-05-02|Islanders|Brent Thompson||hired as AHL head coach
2014-05-05|Hurricanes||Dave Lewis|fired as assistant coach
2014-05-05|Hurricanes||John MacLean|fired as assistant coach
2014-05-05|Hurricanes||Kirk Muller|fired as head coach
2014-05-06|Predators|Peter Laviolette||hired as head coach
2014-05-07|Blues|Ken Hitchcock||re-signed as head coach to a 1-year contract extension through 2014-15
2014-05-07|Kings||Mark Morris (a)|fired as AHL head coach
2014-05-08|Maple Leafs||Dave Farrish|fired as assistant coach
2014-05-08|Maple Leafs||Greg Cronin|fired as assistant coach
2014-05-08|Maple Leafs||Scott Gordon|fired as assistant coach
2014-05-08|Maple Leafs|Randy Carlyle||re-signed as head coach to a 2-year contract extension
2014-05-26|Capitals|Barry Trotz||hired as head coach
2014-05-27|Blue Jackets|Todd Richards||re-signed as head coach to a 2-year contract extension through 2016-17
2014-05-31|Wild|Mike Yeo||re-signed as head coach to a 3-year contract extension
2014-06-04|Red Wings|Jeff Blashill||re-signed as AHL head coach to a 3-year contract extension
2014-06-06|Penguins||Dan Bylsma|fired as head coach
2014-06-10|Oilers|Craig Ramsay||hired as assistant coach
2014-06-12|Predators|Ben Vanderklok||hired as goaltending coach
2014-06-14|Canadiens|Michel Therrien||re-signed as head coach to a 4-year contract extension through 2018-19
2014-06-16|Blue Jackets|Brad Larsen||hired as assistant coach, signed to a multi-year contract
2014-06-16|Blue Jackets|Chris Clark||re-signed as development coach to a multi-year contract extension
2014-06-16|Blue Jackets|Craig Hartsburg||re-signed as associate coach to a multi-year contract extension
2014-06-16|Blue Jackets|Ian Clark||re-signed as goaltending coach to a multi-year contract extension
2014-06-16|Blue Jackets|Jaroslav Bednar / Jared Bednar (E TSN)||hired as AHL head coach
2014-06-16|Islanders|Doug Weight||promoted to assistant GM (in addition to assistant coach)
2014-06-16|Islanders|Greg Cronin||hired as assistant coach
2014-06-19|Hurricanes|Bill Peters||hired as head coach
2014-06-21|Panthers|Gerard Gallant||hired as head coach
2014-06-23|Canucks|Willie Desjardins||hired as head coach
2014-06-25|Penguins||Tony Granato|fired as assistant coach
2014-06-25|Penguins|Mike Johnston||hired as head coach
2014-06-25|Penguins|Rick Tocchet||hired as assistant coach
2014-06-25|Penguins||Todd Reirden|fired as assistant coach
2014-06-25|Capitals|Todd Reirden||hired as assistant coach
2014-06-27|Capitals|Lane Lambert||hired as assistant coach
2014-06-28|Blackhawks||Steve Weeks|fired as goaltending coach
2014-07-03|Stars|Derek Laxdal||hired as AHL head coach
2014-07-07|Blackhawks|Jimmy Waite||hired as goaltending coach
2014-07-07|Canucks|Doug Lidster||hired as assistant coach
2014-07-11|Maple Leafs|Peter Horachek||hired as assistant coach
2014-07-11|Maple Leafs|Steve Spott||hired as assistant coach
2014-07-14|Blackhawks|Kevin Dineen||hired as assistant coach
2014-07-15|Red Wings|Tony Granato||hired as assistant coach
2014-07-16|Coyotes|J.P. Major||hired as strength and conditioning coach, signed to a multi-year contract
2014-07-16|Oilers|Rocky Thompson||hired as assistant coach
2014-07-17|Penguins|Mark Recchi||hired as player development coach
2014-07-30|Canadiens|Rob Ramage||hired as player development coach
2014-07-30|Canadiens|Daniel Lacroix||hired as assistant coach
2014-07-30|Red Wings|Andrew Brewer||hired as assistant coach
2014-07-30|Red Wings|Jim Hiller||hired as assistant coach
2014-08-04|Sabres|Arturs Irbe||hired as goaltending coach
2014-08-04|Sabres|Bryan Trottier||hired as assistant coach
2014-08-04|Sabres|Tom Coolen||hired as assistant coach
2014-08-04|Sabres|Danny Flynn||hired as assistant coach
2014-08-11|Canucks|Perry Pearn||hired as assistant coach
2014-08-20|Sabres|Randy Cunneyworth||promoted to player development coach
2014-08-20|Sabres|Corey Smith||hired as video coach
2014-08-27|Bruins|Jay Pandolfo||hired as AHL development coach
2014-09-08|Coyotes|Steve Sullivan||hired as development coach
2014-09-10|Ducks|Bruce Boudreau||re-signed as head coach to a 2-year contract extension through 2016-17
2014-09-17|Oilers|David Pelletier||hired as skating coach
2014-10-14|Wild|Richard Park||hired as player development coach
2014-11-02|Bruins|Claude Julien||re-signed as head coach to a multi-year contract extension
2014-11-24|Oilers||Frederic Chabot|fired as goaltending coach
2014-11-24|Oilers|Dustin Schwartz||hired as goaltending coach
2014-12-08|Senators||Paul MacLean|fired as head coach
2014-12-08|Senators|Dave Cameron||promoted to head coach
2014-12-15|Oilers||Dallas Eakins|fired as head coach
2014-12-15|Oilers|Craig MacTavish||hired as head coach (in addition to GM)
2014-12-17|Flames|Bob Hartley||re-signed as head coach to a multi-year contract extension
2014-12-26|Devils||Peter Deboer / Pete DeBoer|fired as head coach
2014-12-26|Devils|Adam Oates||hired as interim co-head coach
2014-12-26|Devils|Lou Lamoriello||hired as co-interim head coach (in addition to GM)
2014-12-26|Devils|Scott Stevens||promoted to interim co-head coach
2015-01-06|Maple Leafs||Randy Carlyle|fired as head coach
2015-01-06|Maple Leafs|Peter Horachek||promoted to interim head coach
2015-01-06|Maple Leafs|Steve Spott||promoted to interim head coach
2015-04-12|Maple Leafs||Chris Dennis|fired as assistant coach
2015-04-12|Maple Leafs||Peter Horachek|fired as interim head coach
2015-04-12|Maple Leafs||Steve Spott|fired as assistant coach
2015-04-12|Maple Leafs||Rick St. Croix|fired as goaltending coach
2015-04-12|Sabres||Ted Nolan|fired as head coach
2015-04-17|Flyers||Craig Berube|fired as head coach
2015-04-20|Sharks||Todd McLellan|fired as head coach
2015-04-30|Hurricanes||Jeff Daniels|fired as AHL head coach
2015-05-01|Sabres||Chadd Cassidy|fired as AHL head coach
2015-05-08|Red Wings||Mike Babcock|resigned as head coach
2015-05-18|||Alfie Michaud|fired as AHL assistant coach
2015-05-18|Coyotes||Trent Whitfield|fired as AHL assistant coach
2015-05-18|Coyotes||John Slaney|fired as AHL assistant coach
2015-05-18|Coyotes||Ray Edwards|fired as AHL head coach
2015-05-18|Flyers|Dave Hakstol||hired as head coach
2015-05-19|Oilers|Todd McLellan||hired as head coach
2015-05-19|Oilers||2015 third round pick (#86-Mike Robinson)|sent to Sharks as compensation for head coach Todd McLellan
2015-05-19|Sharks|2015 third round pick (#86-Mike Robinson)||received from Oilers as compensation for head coach Todd McLellan
2015-05-20|Maple Leafs|Mike Babcock||hired as head coach, signed to a reported 8-year, $50M contract
2015-05-20|Maple Leafs||2016-2018 third round pick (Maple Leafs choice) (?-?)|sent to Red Wings as compensation for head coach Mike Babcock
2015-05-20|Red Wings|2016-2018 third round pick (Maple Leafs choice) (?-?)||received from Maple Leafs as compensation for head coach Mike Babcock
2015-05-26|Blues|Ken Hitchcock||re-signed as head coach to a 1-year contract extension through 2015-16
2015-05-28|Sharks|Peter Deboer (CBC E) / Pete DeBoer||hired as head coach
2015-05-28|Sabres|Dan Bylsma||hired as head coach
2015-05-28|Sabres||2016 third round pick (more favorable of Canucks, Islanders picks) (?-?)|sent to Penguins as compensation for head coach Dan Bylsma
2015-05-28|Penguins|2016 third round pick (more favorable of Canucks, Islanders picks) (?-?)||received from Sabres as compensation for head coach Dan Bylsma
2015-06-02|Devils|John Hynes||hired as head coach
2015-06-02|Devils||2016 third round pick (?-?)|sent to Penguins as compensation for head coach John Hynes
2015-06-02|Penguins|2016 third round pick (?-?)||received from Devils as compensation for head coach John Hynes
2015-06-04|Oilers||Keith Acton|fired as associate coach
2015-06-04|Oilers||Craig Ramsay|fired as assistant coach
2015-06-04|Senators|Dave Cameron||re-signed as head coach to a 2-year contract extension
2015-06-09|Ducks||Brad Lauer|fired as assistant coach
2015-06-09|Red Wings|Jeff Blashill||promoted to head coach
2015-06-15|Stars|Jeff Reese||hired as goaltending coach
2015-06-16|Maple Leafs|Andrew Brewer||hired as assistant coach
2015-06-16|Maple Leafs|Matthew Herring||hired as strength and conditioning coach
2015-06-16|Maple Leafs|D.J. Smith||hired as assistant coach
2015-06-16|Maple Leafs|Jim Hiller||hired as assistant coach
2015-06-16|Penguins|Jacques Martin||promoted to special assistant to the head coach
2015-06-18|Coyotes|Ron Rolston||hired as AHL head coach
2015-06-18|Penguins|Mike Sullivan (B.)||hired as AHL head coach
2015-06-18|Sabres|Dave Barr||hired as assistant coach
2015-06-18|Sabres|Terry Murray||hired as assistant coach
2015-06-19|Devils|Chris Terreri||re-signed as goaltending coach
2015-06-19|Red Wings|Todd Nelson||hired as AHL head coach
2015-06-22|Lightning||George Gwozdecky|resigned as assistant coach
2015-06-22|Oilers||Bill Moores / Billy Moores (E)|fired as director of coaching and special projects
2015-06-23|Red Wings|Pat Ferschweiler||hired as assistant coach
2015-06-23|Red Wings|Tony Granato||hired as assistant coach
2015-06-23|Red Wings|Chris Chelios||hired as assistant coach
2015-06-23|Red Wings|Dave Noel-Bernier||hired as video coach
2015-06-25|Oilers|Todd McLellan||hired as assistant coach (E)
2015-06-29|Red Wings|Ben Simon||hired as AHL assistant coach
2015-06-29|Red Wings|Bruce Ramsay||hired as AHL assistant coach
2015-06-30|Devils|Scott Clemmensen||hired as goaltending development coach
2015-06-30|Ducks|Paul MacLean||hired as assistant coach
2015-06-30|Flames|Domenic Pittis||hired as AHL assistant coach
2015-07-01|Sharks|Bob Boughner||hired as assistant coach
2015-07-01|Sharks|Johan Hedberg||hired as goaltending coach
2015-07-03|Hurricanes|Geordie Kinnear||re-signed as AHL assistant coach
2015-07-03|Hurricanes|Mark Morris (a)||hired as AHL head coach
2015-07-03|Senators|Andre Tourigny||hired as assistant head coach
2015-07-06|Sabres|Dan Lambert||hired as assistant coach
2015-07-08|Coyotes|John Slaney||hired as assistant coach
2015-07-09|Panthers|Pierre Groulx||hired as goalie development coach and scout
2015-07-10|Red Wings|Mike Kadar||hired as strength and conditioning coach
2015-07-20|Maple Leafs|Steve Briere||hired as goaltending coach
2015-07-21|Coyotes|Mike Bavis||hired as AHL assistant coach
2015-07-21|Coyotes|Doug Janik||hired as AHL assistant coach
2015-07-29|Coyotes|Corey Schwab||hired as goaltending coach
2015-08-06|Devils|Pertii Hasanen||hired as development/skills coach
2015-08-18|Devils|Joe Lorincz||hired as strength and conditioning coach
2015-08-18|Lightning|Brad Lauer||hired as assistant coach
2015-08-25|Canadiens|Craig Ramsay||hired as coaching consultant
2015-08-26|Devils|Patrick Rissmiller||hired as development coach
2015-09-20|Devils|Eric Weinrich||hired as development coach
2015-10-21|Blue Jackets||Todd Richards|fired as head coach
2015-10-21|Blue Jackets|John Tortorella||hired as head coach
2015-10-21|Blue Jackets||2016-18 second round pick (Blue Jackets option) (?-?)|sent to Canucks as compensation for head coach John Tortorella
2015-10-21|Canucks|2016-18 second round pick (Blue Jackets option) (?-?)||received from Blue Jackets as compensation for head coach John Tortorella
2015-12-04|Lightning|Jon Cooper||re-signed as head coach to a multi-year contract extension
2015-12-12|Penguins||Gary Agnew|fired as assistant coach
2015-12-12|Penguins||Mike Johnston|fired as head coach
2015-12-12|Penguins|Mike Sullivan (B.)||promoted to head coach
2016-01-01|Panthers|Gerard Gallant||re-signed as head coach to a 2-year contract extension through 2018-19
2016-01-01|Panthers|Scott Allen||hired as AHL head coach
2016-01-12|Blackhawks|Joel Quenneville||re-signed as head coach to a 3-year contract extension through 2019-20
2016-02-13|Wild||Mike Yeo|fired as head coach
2016-02-13|Wild|John Torchetti||promoted to interim head coach
