date|team|acquired|relinquished|notes
1975-01-25|Oilers||Sid Gillman|resigned as head coach (remained as executive VP & GM)
1975-01-25|Oilers|O.A. Phillips / Bum Phillips||promoted to head coach
1975-01-26|Packers|Lew Carpenter||hired as assistant (wide receivers?) coach
1975-01-27|Browns||Fran Polsfoot|fired as receivers coach
1975-01-27|Browns||Dale Lindsey|fired as linebackers coach
1975-01-27|Browns|Blanton Collier||re-signed as quarterbacks coach (date approximate)
1975-01-27|Browns|Dick Modzelewski||re-signed as defensive line coach
1975-01-27|Packers|Leon McLaughlin / Lee McLaughlin?||hired as offensive line coach
1975-02-01|Chiefs|Vince Costello||hired as defensive coordinator / linebackers coach
1975-02-01|Oilers|Fran Polsfoot||hired as wide receivers coach
1975-02-06|Dolphins|Don Doll||hired as assistant coach
1975-02-13|Jets|Jim Spavital / Jimmie Spavital||hired as backfield coach
1975-02-14|Oilers|O.A. Phillips / Bum Phillips||hired as GM (in addition to head coach)
1975-02-20|49ers|Bob Hollway||hired as defensive backfield coach
1975-02-20|Chiefs|Bob Schnelker||hired as offensive assistant coach
1975-04-01|Giants|Marty Schottenheimer||hired as linebackers coach
1975-05-26|Thunder (WFL)|Ray Braun||hired as defensive line coach
1975-05-28|Bills|Bob Shaw||reassigned as receivers coach
1975-10-06|Storm (WFL)|Burley Crowe||hired as backfield and special teams coach
1975-10-08|Saints|Billy Ray Barnes / Bill Barnes (a) / Billy Barnes||re-assigned to receivers coach
1975-10-08|Saints|Jim Phillips / Red Phillips (b)||re-assigned to special teams coach
1975-10-08|Saints||Lamar McHan|fired as quarterbacks coach
1975-10-27|Saints||John North|fired as head coach
1975-10-27|Saints|Ernie Hefferle||hired as interim head coach
1975-11-19|Jets||Charley Winner|fired as head coach
1975-11-19|Jets|Ken Shipp||promoted from offensive coordinator to interim head coach
1975-12-03|Giants|Hunter Enis||hired as offensive line coach
1975-12-22|Eagles||Mike McCormick|fired as head coach
1976-01-01|Bengals||Paul Brown|retired as head coach (remained as VP & GM) (date approximate)
1976-01-01|Bengals|Bill Johnson||promoted from assistant coach to head coach (date approximate)
1976-01-01|Bengals|Mike McCormick||hired as offensive line coach
1976-01-01|Eagles|Dick Vermeil||hired as head coach (date approximate)
1976-01-08|Bengals|Charley Winner||hired as defensive backs coach
1976-01-20|Saints||Ernie Hefferle|fired as interim head coach
1976-01-26|Saints|Hank Stram||hired as head coach
1976-01-28|Bills||Bill Atkins / Billy Atkins|re-signed as secondary coach
1976-01-29|49ers|Bill Atkins / Billy Atkins||hired as secondary coach (date approximate)
1976-01-30|Browns|Raymond Berry / Ray Berry (a)||hired as wide receivers coach
1976-02-10|Jets|Lou Holtz||hired as head coach to a 5-year contract
1976-02-10|Oilers|Wade Phillips||hired as linebackers coach
1976-02-18|Browns|Billy Kinard||hired as defensive backs coach
1976-09-05|Colts||Ted Marchibroda|resigned as head coach
1976-09-06|Colts|Ted Marchibroda||hired as head coach
1976-10-04|Lions||Rick Forzano|resigned as head coach
1976-10-11|Falcons||Marion Campbell|fired as head coach
1976-10-11|Falcons|Pat Peppler||hired as head coach
1976-10-15|Bills||Lou Saban|resigned as head coach
1976-10-15|Bills|Jim Ringo||promoted from assistant coach to head coach
1976-10-26|Falcons|Wayne Sevier||hired as special teams coach
1976-12-09|Jets||Lou Holtz|resigned as head coach
1976-12-09|Jets|Mike Holovak||hired as interim head coach
1976-12-13|Bills|Jim Ringo||re-signed as head coach
1977-01-03|Eagles|Fred Bruney||hired as defensive backfield coach
1977-01-05|Jets|Walt Michaels||hired as head coach to a 3-year contract
1977-01-09|Patriots|Chuck Fairbanks||existing head coach & GM
1977-01-14|Oilers|Joe Bugel||hired as offensive line coach
1977-01-14|Oilers|King Hill||hired as receivers coach
1977-01-31|Broncos||John Ralston|resigned as head coach
1977-02-01|Broncos|Robert Miller / Red Miller||hired as head coach
1977-02-02|Rams||Leeman Bennett|resigned as assistant coach (date approximate)
1977-02-03|Falcons|Leeman Bennett||hired as head coach
1977-05-02|49ers|Jimmy Raye||hired as receivers coach
1977-07-14|Redskins|George Allen (a)||re-signed as head coach & GM to a 4-year, ~$250K/year contract extension
1977-09-14|Lions|Earl Morrall||hired as assistant coach
1977-09-14|Rams|Chuck Knox Sr.||re-signed as head coach to a 5-year contract
1977-10-26|Buccaneers|Skip Husbands||hired as offensive line coach (date approximate)
1977-10-26|Buccaneers|Bill Nelson||hired as quarterbacks/receivers coach (date approximate)
1977-10-31|Chiefs||Paul Wiggin|fired as head coach
1977-10-31|Chiefs|Tom Bettis||promoted defensive backs coach to interim head coach
1977-12-13|Browns||Forrest Gregg|resigned as head coach
1977-12-19|Chiefs||Tom Bettis|fired as interim head coach
1977-12-20|Chiefs|Marv Levy||hired as head coach
1978-01-01|Redskins||George Allen (a)|replaced as head coach (date approximate)
1978-01-05|49ers|Ed Beard||hired as assistant coach
1978-01-05|Patriots|Raymond Berry / Ray Berry (a)||hired as receivers coach
1978-01-09|Rams||Chuck Knox Sr.|resigned as head coach (date approximate)
1978-01-10|Bills||Jim Ringo|fired as head coach
1978-01-10|Bills|Chuck Knox Sr.||hired as head coach
1978-01-11|Bengals|George Sefcik||hired as backfield coach
1978-01-11|Lions|Monte Clark||hired as head coach
1978-01-11|Raiders|Don Shinnick||fired as linebackers coach
1978-01-13|Chargers||Rudy Feldman|resigned as offensive line coach
1978-01-17|Seahawks|Howard Mudd||hired as offensive line coach
1978-01-19|Bears||Jack Pardee|resigned as head coach
1978-01-24|Redskins|Jack Pardee||hired as head coach
1978-01-25|Broncos|Bob Gambold||hired as secondary coach
1978-01-28|Saints||Hank Stram|fired as head coach
1978-02-01|Rams|George Allen (a)||hired as head coach
1978-02-02|49ers|Earl Leggett||hired as assistant coach
1978-02-02|Broncos|Myrel Moore||hired as assistant coach
1978-02-02|Chiefs|Kay Dalton||hired as assistant coach
1978-02-06|Saints|Dick Nolan||hired as head coach
1978-02-07|Packers|Ernie McMillan / Ernie McMillian||hired as assistant coach
1978-02-07|Rams|LaVern Torgeson / Torgy Torgeson||hired as assistant coach
1978-02-07|Rams|Ray Malavasi||hired as assistant coach
1978-02-07|Rams|Bud Hickman||hired as assistant coach
1978-02-07|Rams|Charlie Waller||hired as assistant coach
1978-02-07|Rams|Jack Faulkner||hired as assistant coach
1978-02-07|Rams|Paul Lanham||hired as assistant coach
1978-02-08|Chiefs|Bobby Ross||hired as assistant coach
1978-02-08|Falcons|Dick Wood||hired as quarterbacks coach
1978-02-10|Cardinals||Don Coryell|fired as head coach
1978-02-16|Bears|Neill Armstrong||hired as head coach
1978-02-20|Seahawks|Jim Mora Sr.||hired as defensive line coach
1978-02-27|Rams|Lionel Taylor||hired as assistant coach
1978-03-01|Bears|Jim LaRue||hired as assistant coach
1978-03-01|Steelers|Rollie Dotsch||hired as offensive line coach
1978-03-02|Cardinals|Charles Wilkinson / Bud Wilkinson||hired as head coach
1978-03-02|Eagles|Bill MacPherson||hired as linebackers & special teams coach
1978-03-07|Bears|Doug Scovil||hired as receivers coach
1978-03-07|Bears|Doug Seavill||hired as receivers coach
1978-03-07|Bills|Jack Donaldson||hired as receivers coach
1978-03-07|Lions|Fred Hoaglin||hired as offensive line coach
1978-03-09|Broncos|Bob Zeman||hired as linebackers coach
1978-03-13|Bears|Jerry Frei||hired as offensive line coach
1978-03-22|Saints|Lamar McHan||hired as quarterbacks & wide receivers coach
1978-03-23|Cardinals|Tom Bettis||hired as assistant coach
1978-03-30|Cardinals|Rudy Feldman||hired as defensive line coach
1978-04-02|Cardinals|Fred Glick / Freddie Glick?||hired as assistant coach
1978-04-02|Cardinals|Jerry Thompson||hired as assistant coach
1978-04-14|Lions|Dick Evans||hired as assistant coach
1978-06-09|Cardinals|Buddy Parker||hired as special assistant to the head coach
1978-06-14|Chargers||Forrest Gregg|resigned as offensive line coach
1978-08-08|Jets|Joe Haering||hired as strength and special projects coach
1978-08-13|Rams||George Allen (a)|fired as head coach
1978-08-13|Rams|Ray Malavasi||promoted to head coach
1978-09-05|Chargers||Tommy Prothro|resigned as head coach (date approximate)
1978-09-05|Chargers|Don Coryell||hired as head coach (date may have been 09-25?)
1978-09-25|Chargers||1980 third round pick (probably #81-Charlie Baker (E.))|sent to Cardinals as compensation for head coach Don Coryell
1978-09-25|Cardinals|1980 third round pick (probably #81-Charlie Baker (E.))||received from Chargers as compensation for head coach Don Coryell
1978-10-02|Bengals||Bill Johnson|fired as head coach
1978-10-02|Bengals|Homer Rice||hired as head coach
1978-10-31|49ers||Pete McCulley|fired as head coach
1978-10-31|49ers||Jimmy Carr|fired as defensive backs coach
1978-10-31|49ers|Dan Radakovich||hired as defensive backs coach
1978-10-31|49ers|Fred O'Connor||promoted to head coach
1978-12-18|Browns|Sam Rutigliano||signed as head coach to a 5-year contract
1979-01-23|Oilers|O.A. Phillips / Bum Phillips||re-signed as head coach to a 3-year contract
1979-02-05|Jets|Pete McCulley||hired as receivers coach
1979-02-05|Redskins|Fred O'Connor||hired as offensive backfield coach
1979-02-07|Lions|Larry Pasquale||hired as special teams coach
1979-02-08|Cardinals|Duane Putnam||hired as offensive line coach
1979-02-08|Raiders|Tom Flores||hired as head coach
1979-02-20|Raiders|Charlie Sumner||hired as assistant coach
1979-02-20|Raiders|Sam Bogoshian||hired as assistant coach
1979-02-23|Bengals|Dick Modzelewski||hired as defensive line coach
1979-02-23|Colts|Ernie Zwahlen||hired as offensive line coach
1979-04-02|Packers|Fred von Appen||hired as special teams coach
1979-04-06|Eagles|Jerry Wampfler|1979 sixth round pick (probably #158-Eddie Hicks)|trade with Giants for assistant coach
1979-04-06|Giants|1979 sixth round pick (probably #158-Eddie Hicks)|Jerry Wampfler|trade with Eagles for assistant coach
1979-05-10|Dolphins|Steve Crosby||hired as special teams coach
1979-11-28|Cardinals||Charles Wilkinson / Bud Wilkinson|fired as head coach
1979-11-28|Cardinals|Larry Wilson||hired as interim head coach
1979-12-17|Bengals||Boyd Dowler|fired as assistant coach
1979-12-17|Bengals||Charley Winner|fired as assistant coach
1979-12-17|Bengals||Dick Modzelewski|fired as defensive line coach
1979-12-17|Bengals||Frank Gansz|fired as assistant coach
1979-12-17|Bengals||George Sefcik|fired as backfield coach
1979-12-17|Bengals||Homer Rice|fired as head coach
1979-12-17|Bengals||Howard Brinker|fired as assistant coach
1979-12-17|Bengals||Mike McCormick|fired as assistant coach
1979-12-22|Jets||Joe Raering|fired as strength coach
1979-12-27|Colts||Ted Marchibroda|fired as head coach
1979-12-31|Packers||Dick LeBeau|resigned as defensive backs coach (date approximate)
1979-12-31|Bengals|Dick LeBeau||hired as defensive backs coach
1980-01-03|Jets|Ralph Baker||hired as linebackers coach and special assignments coach
1980-01-08|Buccaneers|Boyd Dowler||hired as receivers coach
1980-01-12|Lions||Bill Atkins / Billy Atkins|resigned as defensive backfield coach
1980-01-12|Lions||Jimmy Raye|resigned as offensive backfield coach
1980-01-12|Lions|Maxie Baughan||hired as defensive coordinator and defensive backfield coach
1980-01-12|Packers|Ernie McMillan / Ernie McMillian||hired as offensive line coach
1980-01-14|Jets|Larry Pasquale||hired as receivers coach
1980-01-15|Browns|Paul Warfield||hired as assistant director of pro personnel and assistant coach
1980-01-16|Colts|Mike McCormack||hired as head coach
1980-01-22|Raiders||Myrel Moore|resigned as linebackers coach
1980-01-23|49ers|Bill MacPherson||hired as defensive line coach
1980-01-23|49ers|George Seifert||hired as defensive backfield coach
1980-01-23|49ers|Norb Hecker||hired as linebackers coach
1980-01-23|Bears|Ted Plumb||hired as wide receivers coach
1980-01-24|Bengals|Jim McNally||hired as line coach
1980-01-24|Browns||Chuck Weber|fired as defensive backfield coach
1980-01-25|Packers|Ross Fichtner||hired as defensive secondary coach
1980-01-30|Cardinals|Jim Hanifan||hired as head coach
1980-01-30|Giants|Lamar Leachman||hired as defensive line coach
1980-01-31|Packers|Tom Lovat||hired as assistant offensive line coach
1980-02-01|Bengals|Forrest Gregg||hired as head coach (date approximate)
1980-02-01|Cardinals|Don Brown||re-signed as strength and flexibility coach
1980-02-01|Cardinals|Duane Putnam||re-signed as offensive line coach
1980-02-01|Cardinals|Harry Gilmer||re-signed as quarterbacks and receivers coach
1980-02-01|Cardinals|Leon McLaughlin / Lee McLaughlin?||re-signed as special assistant coach
1980-02-01|Cardinals|Rudy Feldman||re-signed as defensive line coach
1980-02-01|Colts|John Idzik||hired as offensive backs coach
1980-02-01|Colts|Ray Wietecha / Ray Wieticha / Ray Wielecha||hired as offensive line coach
1980-02-02|Cardinals||Fred Glick / Freddie Glick?|fired as defensive assistant coach
1980-02-02|Cardinals||Jerry Thompson|fired as special teams coach
1980-02-02|Patriots|Bill Parcells||hired as linebackers coach
1980-02-05|Vikings||Murray Warmath|resigned as defensive line coach
1980-02-25|Bengals|Lindy Infante||hired as receivers coach
1980-02-25|Browns|Len Fontes||hired as defensive backfield coach
1980-02-25|Cardinals|Chuck Banker||hired as special teams coach
1980-02-25|Cardinals|Dick Jamieson||hired as offensive backfield coach
1980-03-09|Raiders||Ollie Spencer|retired as assistant coach
1980-11-24|Saints||Dick Nolan|fired as head coach
1980-11-25|Saints|Dick Stanfel||hired as head coach
1980-12-21|Rams|Ray Malavasi||re-signed as head coach to a 3-year contract
1980-12-31|Oilers||O.A. Phillips / Bum Phillips|fired as head coach & GM
1981-01-01|Redskins||Jack Pardee|replaced as head coach (date approximate)
1981-01-02|Oilers|Ed Biles||promoted to head coach
1981-01-13|Redskins|Joe Gibbs (a)||hired as head coach
1981-01-18|Chargers|Jack Pardee||hired as assistant head coach in charge of defense
1981-01-22|Saints|O.A. Phillips / Bum Phillips||hired as head coach
1981-01-26|Eagles||Sid Gillman|retired as assistant coach
1981-01-26|Redskins|Joe Bugel||hired as offensive line coach
1981-01-27|Buccaneers|Howard Tippett||hired as special teams and linebackers coach
1981-01-27|Oilers|Ray Callahan||hired as offensive line coach
1981-01-28|Oilers|Richard Selcer / Dick Selcer||hired as linebackers coach
1981-02-06|Chiefs|Tom Bresnahan||hired as offensive line coach
1981-02-06|Oilers|Elijah Pitts||hired as offensive backfield coach
1981-02-06|Redskins|LaVern Torgeson / Torgy Torgeson||hired as offensive line coach
1981-02-12|Bills|Tom Catlin||hired as assistant to head coach
1981-02-24|Bills|Jim Carmody||hired as defensive line coach
1981-03-10|Broncos|Dan Reeves||hired as head coach
1981-03-16|Rams|Frank Lauterbur||hired as defensive line coach
1981-03-16|Rams|Herb Paterra||hired as linebackers coach
1981-03-16|Rams|Jim Vechiarella||hired as special teams coach
1981-03-17|Browns|Paul Hackett||hired as quarterbacks coach
1981-03-24|Chiefs|Ted Cottrell||hired as linebackers coach
1981-05-04|Broncos|Reed Johnson||hired as special teams coach
1981-05-08|49ers|Casimer Banaszek / Cas Banaszek||hired as assistant line coach
1981-10-12|Bears|Jim Dooley||hired as assistant coach
1981-12-21|Colts||Mike McCormack|fired as head coach
1981-12-21|Colts|Frank Kush||hired as head coach, signed to a 5-year contract
1982-01-04|Bears||Neill Armstrong|fired as head coach
1982-01-19|Cowboys||Mike Ditka|resigned as assistant offensive coach (date approximate)
1982-01-19|Oilers|Ken Houston / Kenny Houston||hired as secondary coach
